"timestamp,pressure_in_kPa,pressure_out_kPa,temperature_in_C,temperature_out_C,valve_opening_percent,energy_kWh,energy_cost_USD"
"2025-01-14 10:00:00,395.0,355.8,11.78,19.94,90.7,10.68,1.282"
"2025-01-14 11:00:00,400.2,367.5,10.64,16.87,93.7,9.145,1.097"
"2025-01-14 12:00:00,405.8,372.5,10.15,18.92,100.0,12.792,1.535"
"2025-01-14 13:00:00,397.4,363.1,12.02,21.12,96.3,12.667,1.52"
"2025-01-14 14:00:00,390.8,356.6,11.23,17.78,90.2,8.728,1.047"
"2025-01-14 15:00:00,399.7,366.6,9.9,17.41,85.0,8.054,0.966"
"2025-01-14 16:00:00,398.5,368.0,10.47,17.58,63.5,7.517,0.902"
"2025-01-14 17:00:00,395.2,368.6,8.7,13.66,50.9,3.484,0.418"
"2025-01-14 18:00:00,409.1,388.6,8.62,12.06,30.4,2.314,0.278"
"2025-01-14 19:00:00,402.0,386.0,7.39,10.66,26.9,0.979,0.118"
"2025-01-14 20:00:00,398.0,381.1,7.2,10.06,5.3,0.538,0.065"
"2025-01-14 21:00:00,387.2,369.1,7.36,11.11,5.7,0.881,0.106"
"2025-01-14 22:00:00,408.3,400.3,8.34,10.75,11.5,0.321,0.039"
"2025-01-14 23:00:00,401.8,390.2,8.55,12.38,9.5,0.656,0.079"
"2025-01-15 00:00:00,394.9,380.4,9.71,12.62,10.4,0.7,0.084"
"2025-01-15 01:00:00,401.1,385.2,8.99,12.36,7.8,0.73,0.088"
"2025-01-15 02:00:00,398.8,384.1,8.29,11.29,19.8,0.766,0.092"
"2025-01-15 03:00:00,407.5,394.3,8.75,11.88,9.3,0.798,0.096"
"2025-01-15 04:00:00,403.5,385.8,8.36,10.98,12.1,0.52,0.062"
"2025-01-15 05:00:00,395.3,373.3,8.96,12.63,18.9,1.567,0.188"
"2025-01-15 06:00:00,411.2,391.4,9.44,14.69,38.9,3.287,0.394"
"2025-01-15 07:00:00,387.4,363.3,12.28,18.07,56.6,4.713,0.566"
"2025-01-15 08:00:00,398.5,369.2,11.43,17.27,64.4,5.883,0.706"
"2025-01-15 09:00:00,404.7,371.2,11.12,18.02,83.7,8.128,0.975"
"2025-01-15 10:00:00,398.5,362.5,12.55,19.79,96.8,9.741,1.169"
"2025-01-15 11:00:00,400.8,364.3,12.55,20.91,100.0,11.172,1.341"
"2025-01-15 12:00:00,407.2,367.9,11.05,18.88,100.0,10.319,1.238"
"2025-01-15 13:00:00,393.5,360.4,12.74,19.79,100.0,9.338,1.121"
"2025-01-15 14:00:00,399.8,366.1,11.95,19.25,84.4,9.285,1.114"
"2025-01-15 15:00:00,409.4,381.5,11.63,18.69,87.0,8.49,1.019"
"2025-01-15 16:00:00,394.7,366.6,10.39,17.7,65.2,6.996,0.839"
"2025-01-15 17:00:00,407.9,380.7,9.88,15.18,59.1,3.9,0.468"
"2025-01-15 18:00:00,396.8,379.1,9.04,13.34,36.8,2.578,0.309"
"2025-01-15 19:00:00,397.1,376.8,8.42,11.86,27.0,1.133,0.136"
"2025-01-15 20:00:00,407.5,391.5,8.01,11.52,9.0,0.794,0.095"
"2025-01-15 21:00:00,402.3,381.4,7.99,11.31,3.1,0.747,0.09"
"2025-01-15 22:00:00,409.0,394.7,7.89,11.73,10.5,0.864,0.104"
"2025-01-15 23:00:00,395.9,380.7,8.51,11.8,9.1,0.647,0.078"
"2025-01-16 00:00:00,399.2,386.7,7.6,9.86,14.7,0.55,0.066"
"2025-01-16 01:00:00,394.1,377.6,7.06,9.6,16.4,0.601,0.072"
"2025-01-16 02:00:00,402.8,391.4,8.77,12.07,7.0,0.698,0.084"
"2025-01-16 03:00:00,404.5,386.7,8.25,11.52,17.1,0.519,0.062"
"2025-01-16 04:00:00,413.4,400.9,7.91,11.77,7.5,0.448,0.054"
"2025-01-16 05:00:00,394.8,372.1,6.84,10.92,16.6,1.558,0.187"
"2025-01-16 06:00:00,396.1,376.4,8.11,12.39,32.2,2.91,0.349"
"2025-01-16 07:00:00,399.1,372.9,10.05,14.83,49.1,4.523,0.543"
"2025-01-16 08:00:00,392.3,365.2,10.17,16.19,75.9,6.161,0.739"
"2025-01-16 09:00:00,402.6,368.3,11.3,17.63,72.7,7.288,0.875"
"2025-01-16 10:00:00,400.7,371.4,11.66,18.55,90.8,8.59,1.031"
"2025-01-16 11:00:00,402.0,362.1,11.75,20.67,97.0,12.885,1.546"
"2025-01-16 12:00:00,403.8,373.7,11.06,17.25,100.0,7.757,0.931"
"2025-01-16 13:00:00,397.5,359.8,11.61,19.11,98.6,10.059,1.207"
"2025-01-16 14:00:00,403.0,368.4,12.38,20.21,87.9,10.307,1.237"
"2025-01-16 15:00:00,402.4,368.8,11.52,18.25,84.5,7.867,0.944"
"2025-01-16 16:00:00,393.8,370.1,12.26,18.81,65.7,6.211,0.745"
"2025-01-16 17:00:00,399.1,371.0,10.54,14.39,53.7,3.553,0.426"
"2025-01-16 18:00:00,404.0,385.6,9.87,13.77,39.5,2.286,0.274"
"2025-01-16 19:00:00,396.0,377.2,9.23,13.21,13.1,1.009,0.121"
"2025-01-16 20:00:00,400.6,381.6,7.58,11.53,15.1,1.053,0.126"
"2025-01-16 21:00:00,393.1,378.8,9.53,12.74,13.7,0.867,0.104"
"2025-01-16 22:00:00,398.5,383.7,7.88,10.39,3.4,0.549,0.066"
"2025-01-16 23:00:00,402.3,389.5,8.32,11.44,7.4,0.46,0.055"
"2025-01-17 00:00:00,391.5,373.3,7.36,10.17,4.3,0.76,0.091"
"2025-01-17 01:00:00,402.4,389.3,7.47,10.68,9.0,1.024,0.123"
"2025-01-17 02:00:00,395.6,377.8,6.66,9.45,10.3,0.516,0.062"
"2025-01-17 03:00:00,401.1,386.0,8.29,11.32,12.2,0.87,0.104"
"2025-01-17 04:00:00,403.9,386.2,8.16,11.34,12.3,0.659,0.079"
"2025-01-17 05:00:00,397.4,380.6,8.55,11.82,23.8,1.204,0.145"
"2025-01-17 06:00:00,407.4,389.5,7.5,12.09,31.8,2.81,0.337"
"2025-01-17 07:00:00,401.9,375.9,8.9,14.1,60.2,4.341,0.521"
"2025-01-17 08:00:00,394.4,365.4,10.79,18.21,65.6,6.822,0.819"
"2025-01-17 09:00:00,408.5,376.5,11.31,18.95,73.4,8.283,0.994"
"2025-01-17 10:00:00,403.5,369.0,13.86,21.91,88.0,9.947,1.194"
"2025-01-17 11:00:00,409.0,370.2,13.81,22.71,93.1,12.512,1.501"
"2025-01-17 12:00:00,392.7,359.4,12.97,21.68,95.3,11.531,1.384"
"2025-01-17 13:00:00,400.3,365.6,11.76,18.64,95.9,9.228,1.107"
"2025-01-17 14:00:00,396.7,362.4,12.86,19.94,89.1,9.076,1.089"
"2025-01-17 15:00:00,395.0,360.6,11.42,18.4,80.7,8.336,1.0"
"2025-01-17 16:00:00,406.1,375.0,10.33,15.7,67.7,4.883,0.586"
"2025-01-17 17:00:00,397.6,381.0,11.28,16.19,52.2,3.678,0.441"
"2025-01-17 18:00:00,403.3,381.8,9.38,13.01,37.7,1.997,0.24"
"2025-01-17 19:00:00,398.5,382.4,8.67,11.58,15.2,1.114,0.134"
"2025-01-17 20:00:00,403.7,385.2,6.82,9.94,20.4,0.938,0.113"
"2025-01-17 21:00:00,406.1,397.4,8.12,12.13,11.2,0.866,0.104"
"2025-01-17 22:00:00,394.3,383.7,8.98,12.56,5.1,0.885,0.106"
"2025-01-17 23:00:00,394.3,377.1,8.49,12.52,7.8,0.853,0.102"
"2025-01-18 00:00:00,396.1,380.7,8.49,11.73,12.7,0.951,0.114"
"2025-01-18 01:00:00,397.8,386.9,7.72,10.51,13.6,0.636,0.076"
"2025-01-18 02:00:00,403.1,384.2,9.23,13.63,17.1,1.002,0.12"
"2025-01-18 03:00:00,395.2,379.4,6.15,9.58,9.6,0.8,0.096"
"2025-01-18 04:00:00,396.1,382.8,7.27,11.25,12.5,0.686,0.082"
"2025-01-18 05:00:00,396.9,379.7,8.46,13.93,26.0,1.694,0.203"
"2025-01-18 06:00:00,405.2,384.9,10.26,14.68,40.6,2.506,0.301"
"2025-01-18 07:00:00,407.3,380.9,11.82,17.64,54.4,4.6,0.552"
"2025-01-18 08:00:00,395.6,367.1,10.59,16.22,71.2,5.93,0.712"
"2025-01-18 09:00:00,404.2,375.1,10.98,18.7,85.6,8.784,1.054"
"2025-01-18 10:00:00,396.4,364.0,10.85,17.07,91.9,7.973,0.957"
"2025-01-18 11:00:00,395.2,361.5,13.49,21.48,98.7,10.455,1.255"
"2025-01-18 12:00:00,399.3,366.5,11.99,21.05,100.0,13.004,1.56"
"2025-01-18 13:00:00,399.3,367.8,12.13,20.06,99.4,9.958,1.195"
"2025-01-18 14:00:00,402.5,368.4,12.39,19.94,88.7,9.805,1.177"
"2025-01-18 15:00:00,410.0,379.6,11.99,18.14,87.2,7.012,0.841"
"2025-01-18 16:00:00,404.7,379.4,10.4,18.77,67.9,6.917,0.83"
"2025-01-18 17:00:00,405.9,380.2,8.13,12.76,52.7,3.62,0.434"
"2025-01-18 18:00:00,399.7,379.6,9.78,14.13,42.9,2.516,0.302"
"2025-01-18 19:00:00,397.2,378.9,8.08,11.59,18.8,1.126,0.135"
"2025-01-18 20:00:00,396.9,380.9,7.75,10.25,10.3,0.358,0.043"
"2025-01-18 21:00:00,405.3,390.3,8.71,10.95,13.4,0.605,0.073"
"2025-01-18 22:00:00,407.3,391.0,7.09,9.62,12.1,0.485,0.058"
"2025-01-18 23:00:00,403.5,387.3,9.46,12.04,5.5,0.555,0.067"
"2025-01-19 00:00:00,402.3,385.9,8.22,10.28,3.9,0.558,0.067"
"2025-01-19 01:00:00,402.8,386.1,8.79,12.37,11.6,0.91,0.109"
"2025-01-19 02:00:00,397.2,378.9,7.22,9.28,6.8,0.462,0.055"
"2025-01-19 03:00:00,398.3,387.3,8.04,10.65,8.3,0.303,0.036"
"2025-01-19 04:00:00,400.7,386.5,8.7,11.44,8.7,0.638,0.077"
"2025-01-19 05:00:00,402.8,390.8,8.45,12.2,28.8,1.216,0.146"
"2025-01-19 06:00:00,406.1,383.5,7.18,12.16,40.4,2.707,0.325"
"2025-01-19 07:00:00,396.7,373.6,9.57,14.25,62.9,3.466,0.416"
"2025-01-19 08:00:00,397.9,366.6,9.91,16.02,64.8,6.407,0.769"
"2025-01-19 09:00:00,403.1,375.8,10.34,17.65,74.9,8.268,0.992"
"2025-01-19 10:00:00,405.6,373.7,11.53,18.9,83.0,8.951,1.074"
"2025-01-19 11:00:00,401.9,371.2,10.7,19.2,90.6,11.285,1.354"
"2025-01-19 12:00:00,395.8,362.8,11.85,19.54,95.2,11.574,1.389"
"2025-01-19 13:00:00,397.4,363.3,11.25,18.16,95.7,9.538,1.145"
"2025-01-19 14:00:00,386.7,356.7,11.44,19.37,90.8,10.364,1.244"
"2025-01-19 15:00:00,399.7,368.4,11.38,17.96,87.0,7.823,0.939"
"2025-01-19 16:00:00,398.7,370.3,12.44,18.65,71.8,5.993,0.719"
"2025-01-19 17:00:00,391.0,363.1,10.09,15.88,46.4,4.298,0.516"
"2025-01-19 18:00:00,401.6,379.6,9.31,13.45,34.8,2.33,0.28"
"2025-01-19 19:00:00,399.0,380.5,9.27,11.97,19.4,0.973,0.117"
"2025-01-19 20:00:00,402.5,387.3,8.74,12.27,11.5,0.535,0.064"
"2025-01-19 21:00:00,399.1,383.4,7.58,10.53,13.1,0.756,0.091"
"2025-01-19 22:00:00,395.2,375.5,6.46,9.94,6.1,0.77,0.092"
"2025-01-19 23:00:00,403.7,392.1,8.3,10.88,8.2,0.597,0.072"
"2025-01-20 00:00:00,394.8,381.1,7.16,10.64,8.8,0.786,0.094"
"2025-01-20 01:00:00,404.2,391.7,6.9,9.57,10.5,0.541,0.065"
"2025-01-20 02:00:00,400.6,386.3,7.86,10.75,15.0,0.681,0.082"
"2025-01-20 03:00:00,407.7,386.5,6.08,8.55,8.4,0.596,0.072"
"2025-01-20 04:00:00,396.9,384.4,9.38,12.12,9.7,0.601,0.072"
"2025-01-20 05:00:00,406.1,389.2,8.0,11.69,19.5,1.056,0.127"
"2025-01-20 06:00:00,402.3,373.6,7.33,12.71,34.2,3.398,0.408"
"2025-01-20 07:00:00,403.3,383.2,9.69,15.1,56.2,4.278,0.513"
"2025-01-20 08:00:00,404.0,376.3,9.92,16.43,76.5,6.172,0.741"
"2025-01-20 09:00:00,400.6,367.8,11.64,18.78,75.8,8.298,0.996"
"2025-01-20 10:00:00,396.2,360.0,13.08,19.86,82.9,8.746,1.05"
"2025-01-20 11:00:00,397.8,362.9,11.42,18.59,97.0,9.352,1.122"
"2025-01-20 12:00:00,405.0,361.5,12.28,19.78,100.0,11.139,1.337"
"2025-01-20 13:00:00,399.9,369.9,11.31,18.79,99.6,10.582,1.27"
"2025-01-20 14:00:00,392.1,356.8,12.12,19.29,87.4,8.658,1.039"
"2025-01-20 15:00:00,401.8,369.0,10.24,17.51,80.1,8.141,0.977"
"2025-01-20 16:00:00,402.6,376.0,10.7,17.2,60.4,6.271,0.753"
"2025-01-20 17:00:00,407.6,383.7,9.49,14.33,51.6,3.687,0.442"
"2025-01-20 18:00:00,398.9,378.5,9.92,14.65,44.0,2.834,0.34"
"2025-01-20 19:00:00,395.0,381.4,7.88,12.32,19.7,1.42,0.17"
"2025-01-20 20:00:00,403.4,383.5,8.5,11.19,4.2,0.829,0.099"
"2025-01-20 21:00:00,405.0,393.4,9.52,12.63,12.6,0.959,0.115"
"2025-01-20 22:00:00,395.8,377.7,8.7,11.17,9.6,0.506,0.061"
"2025-01-20 23:00:00,387.6,365.4,7.75,9.81,8.6,0.567,0.068"
"2025-01-21 00:00:00,395.6,380.9,9.14,11.97,16.3,0.883,0.106"
"2025-01-21 01:00:00,405.4,386.2,8.26,10.81,9.6,0.373,0.045"
"2025-01-21 02:00:00,400.1,387.8,9.84,12.3,1.5,0.505,0.061"
"2025-01-21 03:00:00,403.1,389.5,8.27,10.93,4.9,0.747,0.09"
"2025-01-21 04:00:00,397.2,381.4,8.19,11.15,5.0,0.344,0.041"
"2025-01-21 05:00:00,403.5,386.4,8.44,11.6,29.2,1.114,0.134"
"2025-01-21 06:00:00,390.2,369.2,10.55,14.9,32.4,2.703,0.324"
"2025-01-21 07:00:00,393.3,369.3,9.29,14.08,50.3,3.812,0.457"
"2025-01-21 08:00:00,402.8,380.8,9.85,15.23,68.7,5.588,0.671"
"2025-01-21 09:00:00,407.5,376.5,12.2,18.53,82.0,7.711,0.925"
"2025-01-21 10:00:00,398.6,361.0,11.73,19.03,91.0,9.136,1.096"
"2025-01-21 11:00:00,399.9,365.2,12.03,19.22,100.0,9.788,1.175"
"2025-01-21 12:00:00,406.1,370.2,11.09,19.17,96.3,11.39,1.367"
"2025-01-21 13:00:00,407.2,374.0,10.91,18.54,100.0,11.077,1.329"
"2025-01-21 14:00:00,407.1,369.1,13.12,19.73,93.4,9.116,1.094"
"2025-01-21 15:00:00,405.9,371.3,12.61,19.62,80.8,8.094,0.971"
"2025-01-21 16:00:00,404.9,379.1,9.35,15.61,71.5,5.992,0.719"
"2025-01-21 17:00:00,397.1,375.2,9.59,15.19,51.5,4.011,0.481"
"2025-01-21 18:00:00,396.3,374.9,9.03,13.47,36.6,2.454,0.294"
"2025-01-21 19:00:00,396.5,382.7,7.96,11.88,17.8,2.087,0.25"
"2025-01-21 20:00:00,399.2,381.1,7.97,10.4,13.3,0.364,0.044"
"2025-01-21 21:00:00,396.4,384.1,6.28,9.64,7.4,0.695,0.083"
"2025-01-21 22:00:00,407.8,398.1,8.76,12.12,14.5,0.679,0.081"
"2025-01-21 23:00:00,397.9,381.4,8.36,12.68,12.9,0.903,0.108"
"2025-01-22 00:00:00,395.9,379.5,8.25,11.19,10.5,0.711,0.085"
"2025-01-22 01:00:00,398.8,384.8,7.03,10.53,11.0,0.81,0.097"
"2025-01-22 02:00:00,393.1,377.2,9.72,13.69,7.3,1.082,0.13"
"2025-01-22 03:00:00,400.0,388.3,8.27,11.8,8.4,0.941,0.113"
"2025-01-22 04:00:00,397.2,387.9,7.93,11.11,15.5,0.626,0.075"
"2025-01-22 05:00:00,409.1,387.1,8.14,12.33,14.1,1.386,0.166"
"2025-01-22 06:00:00,397.5,377.0,10.04,15.2,41.6,2.989,0.359"
"2025-01-22 07:00:00,403.6,385.8,9.59,15.5,52.7,4.613,0.554"
"2025-01-22 08:00:00,403.6,373.9,11.31,18.49,69.4,7.885,0.946"
"2025-01-22 09:00:00,396.6,363.4,11.72,19.25,74.0,9.131,1.096"
"2025-01-22 10:00:00,401.1,369.2,10.79,17.85,94.1,10.088,1.211"
"2025-01-22 11:00:00,417.2,385.8,13.0,20.84,100.0,10.159,1.219"
"2025-01-22 12:00:00,404.2,365.4,12.47,21.12,100.0,12.002,1.44"
"2025-01-22 13:00:00,400.7,363.7,12.79,20.43,94.8,9.306,1.117"
"2025-01-22 14:00:00,402.0,368.1,11.56,19.15,84.6,8.987,1.078"
"2025-01-22 15:00:00,400.9,369.1,11.48,18.96,78.6,8.017,0.962"
"2025-01-22 16:00:00,395.0,367.5,10.68,17.49,72.7,6.898,0.828"
"2025-01-22 17:00:00,408.9,384.3,10.14,15.16,61.4,3.821,0.458"
"2025-01-22 18:00:00,401.7,380.3,9.82,13.14,41.0,1.856,0.223"
"2025-01-22 19:00:00,403.0,382.9,8.58,12.73,18.7,1.94,0.233"
"2025-01-22 20:00:00,397.9,380.7,9.04,11.04,17.6,0.338,0.041"
"2025-01-22 21:00:00,404.8,392.8,8.86,12.16,15.6,0.595,0.071"
"2025-01-22 22:00:00,393.2,378.9,6.98,9.92,5.3,0.665,0.08"
"2025-01-22 23:00:00,391.3,381.4,8.52,11.21,12.2,0.74,0.089"
"2025-01-23 00:00:00,395.4,380.3,7.73,10.59,0.5,0.699,0.084"
"2025-01-23 01:00:00,401.6,390.4,8.75,11.36,16.7,0.424,0.051"
"2025-01-23 02:00:00,395.8,381.0,8.81,11.4,10.0,0.512,0.061"
"2025-01-23 03:00:00,397.7,384.7,8.04,11.77,0.0,0.78,0.094"
"2025-01-23 04:00:00,396.8,379.5,7.87,11.78,14.4,0.507,0.061"
"2025-01-23 05:00:00,403.4,388.0,7.68,10.37,23.2,1.018,0.122"
"2025-01-23 06:00:00,399.0,378.4,8.35,13.36,44.3,2.766,0.332"
"2025-01-23 07:00:00,404.6,377.6,9.48,14.48,49.2,4.119,0.494"
"2025-01-23 08:00:00,393.4,362.8,10.18,16.83,66.8,6.307,0.757"
"2025-01-23 09:00:00,400.1,373.9,10.28,17.05,81.5,7.485,0.898"
"2025-01-23 10:00:00,400.0,367.4,11.57,18.73,87.2,9.123,1.095"
"2025-01-23 11:00:00,411.0,372.9,13.55,22.6,92.3,12.735,1.528"
"2025-01-23 12:00:00,400.9,359.7,10.53,17.93,100.0,9.907,1.189"
"2025-01-23 13:00:00,403.0,372.9,11.15,18.86,96.5,11.451,1.374"
"2025-01-23 14:00:00,402.6,366.1,12.82,20.15,98.5,9.217,1.106"
"2025-01-23 15:00:00,390.3,360.9,11.17,18.19,74.2,8.503,1.02"
"2025-01-23 16:00:00,400.5,371.8,11.08,18.13,71.2,7.686,0.922"
"2025-01-23 17:00:00,410.4,386.5,10.34,15.26,46.4,3.729,0.448"
"2025-01-23 18:00:00,402.9,386.7,9.12,13.88,45.5,3.06,0.367"
"2025-01-23 19:00:00,398.8,376.8,7.48,10.85,24.2,1.014,0.122"
"2025-01-23 20:00:00,404.0,386.2,8.96,11.83,7.6,0.678,0.081"
"2025-01-23 21:00:00,406.3,387.6,5.93,8.69,10.1,0.78,0.094"
"2025-01-23 22:00:00,399.7,382.2,7.57,10.58,12.8,0.613,0.074"
"2025-01-23 23:00:00,396.0,380.1,9.27,12.3,6.7,0.521,0.062"
"2025-01-24 00:00:00,402.8,383.2,7.89,11.19,2.5,0.383,0.046"
"2025-01-24 01:00:00,414.1,400.2,9.38,13.35,13.6,0.738,0.089"
"2025-01-24 02:00:00,400.6,383.0,8.12,10.29,18.4,0.586,0.07"
"2025-01-24 03:00:00,397.6,381.4,8.63,11.12,11.3,0.761,0.091"
"2025-01-24 04:00:00,395.6,385.3,7.91,11.08,16.0,0.827,0.099"
"2025-01-24 05:00:00,395.1,377.8,8.93,12.16,20.5,1.337,0.16"
"2025-01-24 06:00:00,394.9,377.0,9.77,14.44,38.7,3.024,0.363"
"2025-01-24 07:00:00,406.2,380.6,9.45,13.42,59.8,3.297,0.396"
"2025-01-24 08:00:00,399.8,367.7,11.51,18.43,60.7,6.03,0.724"
"2025-01-24 09:00:00,406.2,370.6,11.36,17.72,76.7,7.065,0.848"
"2025-01-24 10:00:00,410.8,377.3,11.92,19.34,86.7,9.593,1.151"
"2025-01-24 11:00:00,406.2,373.6,12.64,22.01,96.1,13.067,1.568"
"2025-01-24 12:00:00,403.7,373.4,10.82,18.17,97.4,10.19,1.223"
"2025-01-24 13:00:00,396.7,362.1,12.94,20.47,96.2,9.756,1.171"
"2025-01-24 14:00:00,403.5,374.4,10.31,18.03,94.6,9.563,1.148"
"2025-01-24 15:00:00,401.4,372.4,11.19,17.68,83.9,7.685,0.922"
"2025-01-24 16:00:00,398.4,364.4,10.11,16.46,69.1,6.296,0.756"
"2025-01-24 17:00:00,403.4,379.1,10.55,16.05,50.0,4.015,0.482"
"2025-01-24 18:00:00,396.4,376.9,10.63,15.65,35.1,2.953,0.354"
"2025-01-24 19:00:00,404.7,383.9,10.17,12.7,23.8,0.99,0.119"
"2025-01-24 20:00:00,403.6,386.7,9.77,13.7,9.5,0.886,0.106"
"2025-01-24 21:00:00,392.4,377.9,8.54,12.2,9.3,0.951,0.114"
"2025-01-24 22:00:00,403.1,389.4,7.53,11.4,13.4,1.35,0.162"
"2025-01-24 23:00:00,397.8,388.6,7.02,9.58,16.2,0.747,0.09"
"2025-01-25 00:00:00,408.7,397.2,7.92,10.23,11.8,0.765,0.092"
"2025-01-25 01:00:00,402.5,387.0,6.92,9.27,11.6,0.484,0.058"
"2025-01-25 02:00:00,399.4,382.7,6.8,9.94,13.3,0.974,0.117"
"2025-01-25 03:00:00,402.2,386.5,8.21,10.6,4.6,0.606,0.073"
"2025-01-25 04:00:00,406.4,388.4,7.87,10.47,8.1,0.79,0.095"
"2025-01-25 05:00:00,396.9,383.1,9.23,12.49,25.3,1.342,0.161"
"2025-01-25 06:00:00,402.0,378.5,9.26,14.21,26.8,2.805,0.337"
"2025-01-25 07:00:00,403.2,384.8,10.55,14.21,56.6,2.708,0.325"
"2025-01-25 08:00:00,408.8,379.4,10.34,17.72,67.1,6.569,0.788"
"2025-01-25 09:00:00,393.9,366.3,10.92,18.61,83.4,8.71,1.045"
"2025-01-25 10:00:00,402.1,373.8,12.2,19.47,93.7,8.869,1.064"
"2025-01-25 11:00:00,400.4,363.4,11.32,18.67,100.0,11.131,1.336"
"2025-01-25 12:00:00,407.1,373.2,11.36,20.44,98.3,12.5,1.5"
"2025-01-25 13:00:00,405.0,369.3,12.7,20.4,90.4,10.93,1.312"
"2025-01-25 14:00:00,401.4,370.6,11.96,19.33,90.4,8.85,1.062"
"2025-01-25 15:00:00,391.4,362.2,11.19,17.43,83.4,6.83,0.82"
"2025-01-25 16:00:00,398.4,370.5,9.73,15.19,66.6,5.558,0.667"
"2025-01-25 17:00:00,399.9,374.8,9.93,16.15,48.8,4.683,0.562"
"2025-01-25 18:00:00,400.6,379.9,9.55,13.18,42.1,2.154,0.258"
"2025-01-25 19:00:00,397.8,376.3,9.18,12.77,21.6,1.384,0.166"
"2025-01-25 20:00:00,397.7,387.6,8.25,11.82,11.1,0.762,0.091"
"2025-01-25 21:00:00,401.2,386.3,7.55,10.87,3.1,0.904,0.108"
"2025-01-25 22:00:00,405.1,388.9,8.66,11.39,12.5,0.85,0.102"
"2025-01-25 23:00:00,397.6,384.3,8.54,11.26,6.2,0.509,0.061"
"2025-01-26 00:00:00,392.2,377.8,8.97,12.27,18.5,0.836,0.1"
"2025-01-26 01:00:00,399.6,383.3,9.2,11.47,2.8,0.612,0.073"
"2025-01-26 02:00:00,409.0,393.8,7.74,11.15,15.5,0.851,0.102"
"2025-01-26 03:00:00,401.0,385.0,7.38,10.32,10.3,0.694,0.083"
"2025-01-26 04:00:00,412.2,396.7,8.14,11.65,3.6,0.994,0.119"
"2025-01-26 05:00:00,399.6,381.2,8.07,13.03,14.3,2.178,0.261"
"2025-01-26 06:00:00,401.8,386.5,9.42,13.57,46.1,2.708,0.325"
"2025-01-26 07:00:00,405.3,383.1,10.7,16.96,60.9,5.126,0.615"
"2025-01-26 08:00:00,405.4,382.3,11.31,17.11,73.3,6.335,0.76"
"2025-01-26 09:00:00,402.0,372.4,11.78,19.57,89.1,8.296,0.995"
"2025-01-26 10:00:00,397.4,364.5,11.48,18.57,86.9,8.931,1.072"
"2025-01-26 11:00:00,407.7,380.2,13.31,21.76,97.1,11.807,1.417"
"2025-01-26 12:00:00,388.6,357.7,12.57,21.12,100.0,11.666,1.4"
"2025-01-26 13:00:00,405.3,375.5,10.9,18.86,96.3,10.864,1.304"
"2025-01-26 14:00:00,397.6,364.3,10.69,18.79,99.5,11.121,1.335"
"2025-01-26 15:00:00,398.3,366.1,13.07,19.98,84.6,7.918,0.95"
"2025-01-26 16:00:00,402.7,373.4,10.7,16.96,62.1,6.386,0.766"
"2025-01-26 17:00:00,402.4,381.9,9.31,14.97,41.8,4.081,0.49"
"2025-01-26 18:00:00,391.9,367.0,8.82,14.07,41.9,3.062,0.367"
"2025-01-26 19:00:00,395.0,380.5,8.85,12.72,21.3,1.47,0.176"
"2025-01-26 20:00:00,396.9,383.1,7.34,9.52,7.1,0.566,0.068"
"2025-01-26 21:00:00,397.1,375.0,8.48,12.27,11.1,1.071,0.129"
"2025-01-26 22:00:00,394.2,376.3,7.55,11.46,11.3,1.292,0.155"
"2025-01-26 23:00:00,395.0,380.6,7.32,10.63,14.7,0.907,0.109"
"2025-01-27 00:00:00,399.6,383.6,8.82,11.37,3.3,0.81,0.097"
"2025-01-27 01:00:00,398.6,384.5,9.21,12.0,8.1,0.517,0.062"
"2025-01-27 02:00:00,401.4,381.0,8.98,12.8,4.3,0.91,0.109"
"2025-01-27 03:00:00,393.0,376.8,9.15,13.16,8.4,1.3,0.156"
"2025-01-27 04:00:00,406.4,389.2,8.28,10.65,6.1,0.605,0.073"
"2025-01-27 05:00:00,392.7,375.9,9.55,13.62,20.1,1.56,0.187"
"2025-01-27 06:00:00,396.3,369.1,8.52,12.87,46.5,3.083,0.37"
"2025-01-27 07:00:00,401.5,375.7,10.61,16.15,52.9,4.715,0.566"
"2025-01-27 08:00:00,396.6,364.7,9.58,15.61,64.9,5.49,0.659"
"2025-01-27 09:00:00,400.8,366.4,10.87,17.68,81.9,7.806,0.937"
"2025-01-27 10:00:00,409.3,377.7,11.84,17.91,92.1,7.564,0.908"
"2025-01-27 11:00:00,396.9,363.8,11.49,19.82,94.6,11.746,1.409"
"2025-01-27 12:00:00,391.4,357.0,11.17,18.87,89.7,11.347,1.362"
"2025-01-27 13:00:00,390.6,353.5,12.18,20.24,100.0,10.814,1.298"
"2025-01-27 14:00:00,401.2,367.4,13.24,21.92,97.0,11.417,1.37"
"2025-01-27 15:00:00,400.7,371.5,10.22,17.9,84.9,8.015,0.962"
"2025-01-27 16:00:00,394.6,363.1,11.83,17.98,68.3,5.338,0.641"
"2025-01-27 17:00:00,404.6,375.6,10.84,16.21,49.9,4.688,0.563"
"2025-01-27 18:00:00,402.2,379.7,10.06,15.14,33.4,2.903,0.348"
"2025-01-27 19:00:00,398.5,380.8,8.21,12.1,16.3,1.607,0.193"
"2025-01-27 20:00:00,394.2,373.5,6.93,9.97,14.1,0.867,0.104"
"2025-01-27 21:00:00,391.7,373.2,7.77,10.69,11.5,0.692,0.083"
